4,R2,Malleswaram,06:45:00,04:50:00,22000
5,R2,Orion Mall,07:15:00,04:45:00,19000
6,R2,RT Nagar,07:30:00,04:30:00,24000
7,R3,Hebbal Bus Stop,07:40:00,04:20:00,22000
8,R3,Kodigehalli Gate,07:55:00,04:15:00,23000
9,R3,Prakash Theatre,08:00:00,04:10:00,19000
